,Andover High,Bancroft,Doherty,High Plain & Wood Hill,Sanborn,Shawsheen,South,West Elementary, West Middle,AHS Main (MSWB),AHU1-4 (PBA),LV Plug Loads (DHB),Dunn Gym & Field House (DG),Kitchen & Emergency (DE/ATS),HV Lighting (DL),Chillers (M1),Collins Center (AMDP)
6/1/2017 0:00,10045696,0,472139,996700,185653,,272645,,305120,10045696,,277372,683124,708272,797031,60053,558518
6/1/2017 0:15,10045730,0,472145,996710,185656,,272648,,305125,10045730,,277374,683137,708280,797038,60053,558521
6/2/2017 0:00,10051406,0,473567,1000950,186346,,273595,,306399,10051406,,277878,684343,709297,798689,60178,559555
6/2/2017 0:15,10051434,0,473572,1000960,186350,,273598,,306403,10051434,,277880,684349,709305,798695,60178,559561
6/3/2017 0:00,10056918,0,474775,1004566,186986,,274429,,307403,10056918,,278354,685531,710255,800135,60269,560781
6/3/2017 0:15,10056946,0,474781,1004575,186989,,274432,,307407,10056946,,278356,685537,710262,800141,60269,560787
6/4/2017 0:00,10059898,0,475283,1005423,187279,,274718,,307835,10059898,,278578,685892,711007,800753,60270,561877
6/4/2017 0:15,10059927,0,475289,1005433,187283,,274721,,307838,10059927,,278580,685897,711014,800759,60270,561884
6/5/2017 0:00,10063140,0,475773,1006266,187573,,275005,,308261,10063140,,278765,686180,711773,801404,60270,563302
6/5/2017 0:15,10063169,0,475779,1006277,187577,,275008,,308265,10063169,,278767,686185,711780,801411,60270,563311
6/6/2017 0:00,10068577,0,477297,1010171,188267,,276067,,309382,10068577,,279280,687668,712717,802951,60273,564122
6/6/2017 0:15,10068616,0,477302,1010180,188271,,276071,,309387,10068616,,279282,687687,712725,802958,60273,564126
6/7/2017 0:00,10074356,0,479011,1014100,188989,,277186,,310544,10074356,,279783,689304,713986,804459,60274,564850
6/7/2017 0:15,10074384,0,479016,1014110,188993,,277189,,310548,10074384,,279785,689312,713994,804466,60274,564854
6/8/2017 0:00,10080100,0,480500,1018221,189676,,278191,,311563,10080100,,280308,690612,715058,806105,60435,565775
6/8/2017 0:15,10080125,0,480505,1018231,189680,,278195,,311568,10080125,,280310,690618,715066,806112,60435,565779
6/9/2017 0:00,10085860,0,481934,1022705,190356,,279110,,312756,10085860,,280849,691818,716061,807687,60786,566776
6/9/2017 0:15,10085888,0,481940,1022714,190360,,279114,,312760,10085888,,280852,691826,716069,807693,60786,566780
6/10/2017 0:00,10091606,0,483357,1026508,191051,,280132,,313961,10091606,,281388,693012,717047,809247,61131,567807
6/10/2017 0:15,10091632,0,483363,1026517,191055,,280136,,313966,10091632,,281390,693017,717055,809253,61131,567811
6/11/2017 0:00,10095146,0,483862,1027388,191350,,280461,,314604,10095146,,281605,693270,717820,809857,61142,569550
6/11/2017 0:15,10095180,0,483867,1027399,191353,,280464,,314609,10095180,,281607,693275,717828,809863,61142,569563
6/12/2017 0:00,10099308,0,484366,1028358,191643,,280791,,315359,10099308,,281798,693498,718559,810478,61155,571997
6/12/2017 0:15,10099349,0,484371,1028376,191646,,280794,,315366,10099349,,281800,693503,718567,810484,61155,572018
6/13/2017 0:00,10107016,0,485870,1032605,192452,,282072,,317011,10107016,,282453,694707,719523,812052,61877,574512
6/13/2017 0:15,10107054,0,485875,1032620,192456,,282075,,317021,10107054,,282455,694713,719531,812058,61877,574529
6/14/2017 0:00,10115121,0,487391,1037345,193326,,283363,,318758,10115121,,283060,696028,720485,813691,62552,577313
6/14/2017 0:15,10115170,0,487397,1037366,193330,,283367,,318766,10115170,,283063,696035,720493,813700,62556,577334
6/15/2017 0:00,10122439,0,488817,1041793,194099,,284477,,320026,10122439,,283713,697431,721429,815255,63310,579266
6/15/2017 0:15,10122472,0,488823,1041805,194103,,284481,,320032,10122472,,283715,697438,721437,815262,63311,579275
6/16/2017 0:00,10129229,0,490325,1046101,194821,,285532,,321279,10129229,,284302,698823,722402,816721,63832,581067
6/16/2017 0:15,10129265,0,490332,1046111,194825,,285537,,321284,10129265,,284304,698832,722410,816728,63833,581077
6/17/2017 0:00,10135590,0,491746,1049978,195533,,286521,,322452,10135590,,284874,700245,723327,818209,64231,582579
6/17/2017 0:15,10135625,0,491752,1049989,195537,,286525,,322456,10135625,,284876,700252,723335,818215,64231,582591
6/18/2017 0:00,10139690,0,492273,1051249,195868,,286885,,322923,10139690,,285116,700863,724056,818780,64244,584582
6/18/2017 0:15,10139726,0,492279,1051260,195871,,286889,,322928,10139726,,285118,700870,724064,818786,64245,584596
6/19/2017 0:00,10142687,0,492791,1052647,196215,,287230,,323721,10142687,,285316,701243,724779,819367,64259,585741
6/19/2017 0:15,10142719,0,492796,1052663,196218,,287233,,323731,10142719,,285318,701250,724787,819373,64259,585753
6/20/2017 0:00,10149851,0,494392,1057232,197031,,288446,,325233,10149851,,285911,702672,725720,820860,65343,587327
6/20/2017 0:15,10149882,0,494398,1057245,197035,,288449,,325243,10149882,,285913,702680,725728,820865,65343,587336
6/21/2017 0:00,10156798,0,495897,1061837,197823,,289522,,326750,10156798,,286459,704236,726663,822302,66123,588897
6/21/2017 0:15,10156828,0,495903,1061851,197826,,289525,,326755,10156828,,286461,704246,726670,822308,66123,588902
6/22/2017 0:00,10163397,0,497243,1066159,198555,,290528,,327868,10163397,,287015,705726,727617,823881,66680,590213
6/22/2017 0:15,10163426,0,497250,1066173,198558,,290531,,327872,10163426,,287017,705733,727626,823886,66680,590219
6/23/2017 0:00,10169703,0,498577,1070061,199172,,291370,,328979,10169703,,287569,707082,728541,825198,67190,591718
6/23/2017 0:15,10169735,0,498582,1070071,199176,,291372,,328983,10169735,,287571,707089,728550,825203,67190,591728
6/24/2017 0:00,10175866,0,499544,1073355,199753,,292129,,329914,10175866,,288057,708362,729390,826544,67844,593133
6/24/2017 0:15,10175900,0,499549,1073367,199757,,292132,,329923,10175900,,288059,708369,729398,826550,67844,593142
6/25/2017 0:00,10179393,0,500006,1074456,200050,,292472,,330710,10179393,,288248,708780,730152,827214,67856,594679
6/25/2017 0:15,10179425,0,500010,1074468,200053,,292476,,330714,10179425,,288250,708787,730160,827221,67857,594688
6/26/2017 0:00,10182291,0,500465,1075547,200346,,292783,,331269,10182291,,288438,709191,730867,827971,67871,595562
6/26/2017 0:15,10182321,0,500470,1075560,200349,,292787,,331273,10182321,,288440,709198,730874,827978,67871,595569
6/27/2017 0:00,10186656,0,501079,1077239,200680,,293146,,331772,10186656,,288739,710873,731672,828889,68039,596104
6/27/2017 0:15,10186696,0,501084,1077252,200683,,293149,,331775,10186696,,288741,710892,731680,828897,68039,596107
6/28/2017 0:00,10190866,0,501730,1078931,200994,,293543,,332197,10190866,,289040,712643,732455,829858,68164,596454
6/28/2017 0:15,10190906,0,501735,1078940,200997,,293546,,332201,10190906,,289042,712665,732463,829865,68164,596457
6/29/2017 0:00,10194908,0,502365,1080263,201285,,293936,,332690,10194908,,289342,714349,733237,830674,68285,596807
6/29/2017 0:15,10194940,0,502370,1080272,201288,,293939,,332694,10194940,,289344,714363,733245,830681,68285,596810
6/30/2017 0:00,10198880,0,502989,1081696,201594,,294316,,333182,10198880,,289663,715911,734082,831508,68413,597131
6/30/2017 0:15,10198914,0,502994,1081706,201597,,294319,,333186,10198914,,289665,715926,734091,831516,68413,597133
7/1/2017 0:00,10202380,0,503566,1083245,201899,,294719,,333852,10202380,,289885,717187,734892,832293,68588,597451
7/1/2017 0:15,10202409,0,503571,1083257,201902,,294722,,333857,10202409,,289887,717197,734900,832300,68588,597454
7/2/2017 0:00,10204634,0,504001,1084322,202162,,294998,,334604,10204634,,290089,717501,735649,833045,68603,597723
7/2/2017 0:15,10204661,0,504006,1084335,202165,,295000,,334613,10204661,,290091,717507,735657,833052,68603,597726
7/3/2017 0:00,10207019,0,504434,1085403,202422,,295279,,335368,10207019,,290291,717892,736412,833850,68618,597993
7/3/2017 0:15,10207048,0,504438,1085419,202425,,295282,,335372,10207048,,290293,717900,736420,833857,68618,597996
7/4/2017 0:00,10209900,0,505020,1086856,202729,,295623,,335988,10209900,,290503,718389,737174,834680,68990,598264
7/4/2017 0:15,10209928,0,505025,1086867,202731,,295625,,335991,10209928,,290505,718397,737181,834687,68991,598266
7/5/2017 0:00,10212215,0,505557,1088201,202992,,295871,,336588,10212215,,290698,718883,737896,835413,69005,598479
7/5/2017 0:15,10212244,0,505562,1088212,202995,,295874,,336592,10212244,,290701,718891,737903,835421,69006,598482
7/6/2017 0:00,10215503,0,506113,1089627,203292,,296193,,337154,10215503,,291005,719659,738664,836306,69249,598798
7/6/2017 0:15,10215532,0,506117,1089638,203295,,296196,,337157,10215532,,291007,719667,738672,836314,69249,598801
7/7/2017 0:00,10218794,0,506670,1091037,203596,,296541,,337735,10218794,,291319,720427,739453,837235,69485,599088
7/7/2017 0:15,10218821,0,506674,1091048,203599,,296543,,337738,10218821,,291321,720434,739460,837242,69485,599091
7/8/2017 0:00,10221894,0,507229,1092503,203890,,296865,,338157,10221894,,291660,721160,740201,838094,69641,599379
7/8/2017 0:15,10221921,0,507234,1092514,203893,,296867,,338161,10221921,,291663,721168,740209,838101,69641,599381
7/9/2017 0:00,10223518,0,507678,1093530,204152,,297107,,338731,10223518,,291823,721505,740725,838462,69653,599633
7/9/2017 0:15,10223547,0,507683,1093542,204155,,297110,,338735,10223547,,291826,721510,740733,838466,69653,599643
7/10/2017 0:00,10225780,0,508122,1094568,204411,,297346,,339289,10225780,,292072,721795,741423,838940,69669,600223
7/10/2017 0:15,10225807,0,508127,1094583,204414,,297348,,339292,10225807,,292074,721801,741431,838945,69669,600228
7/11/2017 0:00,10229684,0,508718,1096088,204720,,297681,,340024,10229684,,292415,722784,742226,840061,69892,600572
7/11/2017 0:15,10229721,0,508723,1096099,204723,,297684,,340031,10229721,,292418,722793,742234,840074,69892,600574
7/12/2017 0:00,10234064,0,509371,1097941,205037,,297999,,340790,10234064,,292724,723912,743060,841408,70155,600924
7/12/2017 0:15,10234103,0,509376,1097954,205040,,298002,,340794,10234103,,292727,723924,743068,841420,70155,600926
7/13/2017 0:00,10238781,0,510031,1099825,205357,,298340,,341602,10238781,,293085,725457,743878,842358,70775,601219
7/13/2017 0:15,10238812,0,510035,1099837,205360,,298342,,341611,10238812,,293088,725469,743885,842364,70775,601221
7/14/2017 0:00,10243139,0,510697,1101447,205679,,298752,,342122,10243139,,293494,726995,744732,843318,71010,601562
7/14/2017 0:15,10243175,0,510702,1101458,205682,,298756,,342126,10243175,,293497,727009,744740,843326,71010,601565
7/15/2017 0:00,10246748,0,511345,1102964,205981,,299218,,342578,10246748,,293856,728232,745527,844226,71103,601859
7/15/2017 0:15,10246777,0,511351,1102975,205984,,299222,,342582,10246777,,293859,728242,745533,844233,71104,601862
7/16/2017 0:00,10248639,0,511796,1103980,206241,,299538,,343096,10248639,,294096,728625,746208,844629,71119,602072
7/16/2017 0:15,10248658,0,511801,1103992,206244,,299540,,343100,10248658,,294099,728628,746215,844633,71119,602075
7/17/2017 0:00,10250552,0,512225,1105009,206499,,299780,,343745,10250552,,294343,728982,746904,845067,71134,602286
7/17/2017 0:15,10250572,0,512230,1105024,206502,,299782,,343751,10250572,,294346,728986,746911,845072,71134,602289
7/18/2017 0:00,10254850,0,512863,1106953,206844,,300162,,344609,10254850,,294804,729679,747725,846094,72015,602580
7/18/2017 0:15,10254887,0,512867,1106972,206847,,300166,,344613,10254887,,294807,729685,747734,846105,72020,602582
7/19/2017 0:00,10259246,0,513538,1109285,207190,,300822,,345497,10259246,,295175,730691,748531,847018,72926,602874
7/19/2017 0:15,10259274,0,513542,1109303,207193,,300827,,345504,10259274,,295178,730697,748539,847023,72929,602877
7/20/2017 0:00,10263278,0,514232,1112159,207541,,301560,,346434,10263278,,295668,731769,749348,847781,73484,603186
7/20/2017 0:15,10263306,0,514238,1112177,207544,,301566,,346441,10263306,,295672,731777,749357,847787,73484,603188
7/21/2017 0:00,10268046,0,514909,1113956,207889,,302333,,347360,10268046,,296220,733567,750199,848613,73875,603534
7/21/2017 0:15,10268085,0,514914,1113967,207891,,302339,,347364,10268085,,296225,733585,750208,848619,73875,603536
7/22/2017 0:00,10272701,0,515582,1115364,208242,,303045,,348205,10272701,,296690,735570,751026,849391,74174,603814
7/22/2017 0:15,10272737,0,515587,1115375,208245,,303049,,348212,10272737,,296694,735585,751035,849396,74174,603816
7/23/2017 0:00,10275396,0,516045,1116707,208503,,303457,,348908,10275396,,297005,736611,751789,849814,74178,604025
7/23/2017 0:15,10275426,0,516050,1116719,208505,,303461,,348912,10275426,,297008,736622,751798,849818,74178,604029
7/24/2017 0:00,10278061,0,516493,1117852,208760,,303804,,349421,10278061,,297298,737652,752515,850269,74178,604234
7/24/2017 0:15,10278088,0,516498,1117864,208762,,303807,,349425,10278088,,297301,737664,752523,850273,74178,604237
7/25/2017 0:00,10281647,0,517209,1119288,209076,,304197,,349928,10281647,,297699,738955,753328,850856,74323,604547
7/25/2017 0:15,10281673,0,517215,1119299,209079,,304200,,349931,10281673,,297702,738965,753336,850860,74323,604550
7/26/2017 0:00,10284594,0,517830,1120710,209384,,304687,,350409,10284594,,298015,739716,754116,851540,74458,604882
7/26/2017 0:15,10284617,0,517835,1120720,209387,,304691,,350413,10284617,,298018,739721,754124,851546,74458,604885
7/27/2017 0:00,10287363,0,518479,1122049,209703,,305230,,,10287363,,298379,740334,754902,852146,74625,605179
7/27/2017 0:15,10287384,0,518484,1122060,209706,,305233,,,10287384,,298382,740338,754910,852150,74625,605182
7/28/2017 0:00,10290749,0,519278,1123317,210041,,305692,,,10290749,,298870,741026,755721,852800,74951,605534
7/28/2017 0:15,10290771,0,519286,1123328,210044,,305695,,,10290771,,298873,741030,755729,852805,74951,605537
7/29/2017 0:00,10293378,0,519981,1124622,210357,,306200,,,10293378,,299200,741556,756464,853376,75135,605869
7/29/2017 0:15,10293400,0,519985,1124633,210360,,306203,,,10293400,,299203,741561,756472,853380,75135,605872
7/30/2017 0:00,10295374,0,520454,1125587,210625,,306565,,,10295374,,299421,741994,757174,853802,75135,606122
7/30/2017 0:15,10295396,0,520459,1125598,210628,,306568,,,10295396,,299423,741998,757182,853807,75135,606125
7/31/2017 0:00,10297129,0,520888,1126526,210890,,306914,,353018,10297129,,299642,742226,757861,854245,75135,606341
7/31/2017 0:15,10297147,0,520893,1126537,210893,,306917,,353022,10297147,,299644,742228,757869,854249,75135,606344
8/1/2017 0:00,10299795,0,521518,1127839,211223,,307531,,353721,10299795,,300009,742719,758646,854798,75317,606681
8/1/2017 0:15,10299815,0,521522,1127850,211226,,307535,,353724,10299815,,300011,742722,758654,854803,75317,606683
8/2/2017 0:00,10302696,0,522132,1129410,211625,,307973,,354543,10302696,,300260,743277,759452,855448,75615,607044
8/2/2017 0:15,10302716,0,522137,1129422,211628,,307976,,354547,10302716,,300262,743280,759460,855452,75615,607047
8/3/2017 0:00,10305996,0,522822,1130785,211950,,308560,,355239,10305996,,300685,743906,760319,856198,75889,607426
8/3/2017 0:15,10306021,0,522828,1130795,211953,,308565,,355243,10306021,,300688,743909,760327,856205,75889,607429
8/4/2017 0:00,10309028,0,523536,1132372,212295,,309117,,356010,10309028,,300997,744419,761144,857028,76156,607785
8/4/2017 0:15,10309053,0,523541,1132387,212298,,309121,,356013,10309053,,301000,744424,761152,857036,76156,607788
8/5/2017 0:00,10311924,0,524186,1134208,212638,,309658,,356707,10311924,,301296,744913,761942,857775,76424,608125
8/5/2017 0:15,10311944,0,524190,1134222,212641,,309661,,356712,10311944,,301298,744915,761950,857780,76424,608128
8/6/2017 0:00,10313607,0,524615,1135529,212924,,310002,,357271,10313607,,301476,745130,762659,858174,76424,608342
8/6/2017 0:15,10313626,0,524620,1135544,212927,,310005,,357275,10313626,,301478,745132,762667,858178,76424,608345
8/7/2017 0:00,10315296,0,525062,1136803,213203,,310334,,357716,10315296,,301654,745344,763367,858601,76424,608552
8/7/2017 0:15,10315315,0,525067,1136817,213206,,310337,,357719,10315315,,301656,745346,763374,858605,76424,608554
8/8/2017 0:00,10317838,0,525738,1138485,213529,,310819,,358270,10317838,,301930,745840,764143,859130,76615,608872
8/8/2017 0:15,10317856,0,525743,1138498,213532,,310822,,358274,10317856,,301932,745843,764151,859134,76615,608875
8/9/2017 0:00,10320412,0,526430,1140182,213856,,311226,,358784,10320412,,302166,746315,764983,859672,76828,609209
8/9/2017 0:15,10320432,0,526436,1140195,213859,,311228,,358787,10320432,,302168,746318,764991,859677,76828,609211
8/10/2017 0:00,10323157,0,527040,1141863,214173,,311753,,359428,10323157,,302402,746942,765803,860243,77027,609531
8/10/2017 0:15,10323177,0,527045,1141876,214176,,311758,,359432,10323177,,302405,746945,765811,860247,77027,609534
8/11/2017 0:00,10326055,0,527631,1143991,214493,,312357,,360135,10326055,,302756,747582,766629,860780,77248,609877
8/11/2017 0:15,10326074,0,527635,1144009,214496,,312361,,360139,10326074,,302758,747585,766637,860784,77248,609879
8/12/2017 0:00,10328612,0,528149,1145835,214819,,312831,,360739,10328612,,303031,748092,767420,861270,77470,610167
8/12/2017 0:15,10328631,0,528154,1145849,214822,,312834,,360743,10328631,,303033,748095,767427,861275,77470,610170
8/13/2017 0:00,10330440,0,528600,1147132,215093,,313166,,361237,10330440,,303208,748391,768145,861687,77470,610424
8/13/2017 0:15,10330460,0,528604,1147148,215096,,313170,,361240,10330460,,303210,748393,768153,861691,77470,610427
8/14/2017 0:00,10332171,0,529037,1148430,215363,,313549,,361818,10332171,,303389,748592,768876,862136,77471,610640
8/14/2017 0:15,10332189,0,529041,1148447,215366,,313552,,361822,10332189,,303391,748594,768884,862141,77471,610642
8/15/2017 0:00,10334590,0,529682,1150098,215683,,314022,,362376,10334590,,303571,748877,769669,862722,77806,610937
8/15/2017 0:15,10334615,0,529687,1150112,215686,,314025,,362380,10334615,,303573,748880,769678,862727,77811,610939
8/16/2017 0:00,10337662,0,530288,1151809,216017,,314530,,362969,10337662,,303766,749384,770456,863350,78367,611274
8/16/2017 0:15,10337684,0,530293,1151823,,,314533,,362972,10337684,,303768,749390,770463,863355,78367,611277
8/17/2017 0:00,10341647,0,530928,1153527,,,315029,,363535,10341647,,304172,750345,771237,864199,78775,611604
8/17/2017 0:15,10341689,0,530933,1153540,,,315032,,363538,10341689,,304177,750357,771246,864210,78775,611607
8/18/2017 0:00,10345551,0,531531,1155235,216884,,315506,,364052,10345551,,304658,751167,772040,865237,78984,611920
8/18/2017 0:15,10345585,0,531536,1155244,216887,,315509,,364055,10345585,,304663,751173,772049,865247,78984,611922
8/19/2017 0:00,10348729,0,532167,1156604,217212,,316066,,364687,10348729,,305074,751839,772835,865985,79204,612216
8/19/2017 0:15,10348749,0,532171,1156615,217215,,316072,,364696,10348749,,305076,751844,772843,865989,79204,612219
8/20/2017 0:00,10350518,0,532622,1157908,217475,,316591,,365254,10350518,,305245,752113,773516,866414,79204,612499
8/20/2017 0:15,10350538,0,532626,1157919,217478,,316596,,365258,10350538,,305246,752116,773523,866419,79204,612503
8/21/2017 0:00,10352273,0,533038,1159209,217736,,317049,,365782,10352273,,305416,752342,774181,866879,79204,612768
8/21/2017 0:15,10352291,0,533043,1159222,217739,,317052,,365785,10352291,,305418,752344,774189,866883,79204,612771
8/22/2017 0:00,10355436,0,533563,1160662,218065,,317652,,366396,10355436,,305667,752849,774971,867529,79715,613109
8/22/2017 0:15,10355460,0,533567,1160673,218067,,317657,,366399,10355460,,305670,752851,774981,867535,79715,613112
8/23/2017 0:00,10358300,0,534118,1162493,218450,,318472,,367200,10358300,,305906,753260,775820,868312,79994,613457
8/23/2017 0:15,10358321,0,534122,1162505,218453,,318479,,367210,10358321,,305908,753263,775829,868318,79994,613459
8/24/2017 0:00,10361680,0,534726,1164642,218786,,319214,,367972,10361680,,306268,753847,776797,869176,80229,613786
8/24/2017 0:15,10361707,0,534731,1164656,218789,,319219,,367976,10361707,,306273,753852,776807,869182,80229,613789
8/25/2017 0:00,10365264,0,535281,1166462,219117,,319775,,368509,10365264,,306710,754626,777737,869983,80400,614167
8/25/2017 0:15,10365292,0,535286,1166474,219120,,319779,,368513,10365292,,306712,754634,777746,869990,80400,614170
8/26/2017 0:00,10368089,0,535898,1168309,219440,,320233,,368969,10368089,,306897,755292,778556,870620,80629,614517
8/26/2017 0:15,10368112,0,535903,1168321,219443,,320236,,368973,10368112,,306898,755299,778564,870624,80629,614520
8/27/2017 0:00,10369962,0,536326,1169286,219706,,320553,,369366,10369962,,307068,755616,779296,871029,80630,614786
8/27/2017 0:15,10369985,0,536331,1169295,219709,,320556,,369370,10369985,,307070,755622,779304,871034,80630,614790
8/28/2017 0:00,10371836,0,536757,1170131,219970,,320883,,369754,10371836,,307239,755894,780032,871480,80630,615065
8/28/2017 0:15,10371857,0,536762,1170142,219973,,320887,,369758,10371857,,307241,755899,780040,871484,80630,615068
8/29/2017 0:00,10374851,0,537392,1171880,220316,,321433,,370259,10374851,,307489,756562,780876,872222,80819,615413
8/29/2017 0:15,10374877,0,537397,1171897,220319,,321436,,370263,10374877,,307491,756570,780885,872227,80819,615417
8/30/2017 0:00,10377852,0,538060,1173532,220673,,321868,,370719,10377852,,307777,757223,781690,872941,80996,615817
8/30/2017 0:15,10377878,0,538066,1173542,220676,,321872,,370723,10377878,,307779,757231,781698,872946,80996,615821
8/31/2017 0:00,10381862,0,538821,1174998,221042,,322454,,371234,10381862,,308132,758127,782640,873893,81281,616275
8/31/2017 0:15,10381890,0,538826,1175007,221045,,322458,,371237,10381890,,308134,758135,782649,873900,81281,616279
9/1/2017 0:00,10385375,0,539484,1176350,221405,,323014,,371709,10385375,,308457,758990,783516,874692,81521,616716
9/1/2017 0:15,10385401,0,539489,1176359,221408,,323017,,371713,10385401,,308459,758998,783525,874697,81521,616719
9/2/2017 0:00,10388121,0,540179,1177684,221750,,323483,,372141,10388121,,308678,759676,784303,875317,81635,617096
9/2/2017 0:15,10388146,0,540184,1177692,221753,,323486,,372145,10388146,,308680,759683,784311,875322,81635,617099
9/3/2017 0:00,10390082,0,540651,1178563,222016,,323801,,372535,10390082,,308845,760085,785038,875758,81635,617353
9/3/2017 0:15,10390103,0,540656,1178572,222019,,323804,,372538,10390103,,308847,760090,785046,875762,81635,617357
9/4/2017 0:00,10391864,0,541157,1179379,222290,,324107,,372914,10391864,,309012,760322,785719,876214,81635,617639
9/4/2017 0:15,10391884,0,541163,1179389,222293,,324110,,372918,10391884,,309014,760327,785726,876218,81635,617642
9/5/2017 0:00,10393602,0,541633,1180515,222568,,324430,,373419,10393602,,309177,760604,786420,876633,81636,617856
9/5/2017 0:15,10393621,0,541638,1180524,,,324433,,373423,10393621,,309178,760608,786428,876637,81636,617859
9/6/2017 0:00,10398654,0,542693,1183792,223116,,325227,,374412,10398654,,309584,761734,787378,877992,82104,618496
9/6/2017 0:15,10398677,0,542699,1183808,223119,,325231,,374418,10398677,,309585,761739,787386,877998,82104,618499
9/7/2017 0:00,10404043,0,544056,1187739,223762,,326172,,375297,10404043,,310155,762970,788341,879608,82410,619039
9/7/2017 0:15,10404066,0,544062,1187750,223765,,326175,,375301,10404066,,310157,762975,788349,879614,82410,619042
9/8/2017 0:00,10409449,0,545550,1192232,224468,,327180,,376270,10409449,,310773,764028,789349,881378,82665,619587
9/8/2017 0:15,10409472,0,545557,1192243,224472,,327183,,376274,10409472,,310775,764033,789357,881384,82665,619590
9/9/2017 0:00,10414742,0,546995,1196111,225159,,328190,,377175,10414742,,311332,765129,790384,883002,82865,620216
9/9/2017 0:15,10414765,0,547001,1196120,225162,,328193,,377180,10414765,,311334,765133,790392,883006,82865,620220
9/10/2017 0:00,10417100,0,547537,1196975,225447,,328472,,377622,10417100,,311536,765451,791170,883524,82865,620791
9/10/2017 0:15,10417125,0,547543,1196984,225450,,328475,,377627,10417125,,311538,765457,791179,883529,82865,620795
9/11/2017 0:00,10418963,0,548070,1197830,225732,,328751,,378042,10418963,,311713,765705,791901,884022,82866,621041
9/11/2017 0:15,10418984,0,548076,1197839,225735,,,,378046,10418984,,311715,765710,791909,884027,82866,621044
9/12/2017 0:00,10424134,0,549534,1201687,226419,,329788,,379001,10424134,,312279,766755,792945,885683,83071,621561
9/12/2017 0:15,10424156,0,549540,1201698,226422,,329791,,379005,10424156,,312281,766759,792953,885688,83071,621563
9/13/2017 0:00,10429531,0,550945,1205800,227143,,330773,,380171,10429531,,312880,767901,793978,887375,83307,622123
9/13/2017 0:15,10429552,0,550951,1205810,227146,,330776,,380175,10429552,,312882,767906,793985,887380,83307,622126
9/14/2017 0:00,10435249,0,552357,1209873,227925,,331849,,381387,10435249,,313467,769082,794968,889130,83712,622790
9/14/2017 0:15,10435271,0,552363,1209883,227928,,331852,,381390,10435271,,313469,769087,794975,889135,83712,622793
9/15/2017 0:00,10441477,0,554159,1214877,228710,,332942,,382860,10441477,,314064,770390,795894,890932,84454,623499
9/15/2017 0:15,10441499,0,554165,1214890,228713,,332946,,382865,10441499,,314066,770394,795902,890938,84454,623501
9/16/2017 0:00,10447741,0,555766,1219336,229517,,333995,,384254,10447741,,314617,771718,796811,892742,85225,624236
9/16/2017 0:15,10447764,0,555771,1219348,229520,,333997,,384259,10447764,,314619,771723,796819,892747,85225,624239
9/17/2017 0:00,10449766,0,556330,1220539,229839,,334275,,384835,10449766,,314798,772037,797554,893301,85240,624494
9/17/2017 0:15,10449789,0,556336,1220552,229842,,334277,,384839,10449789,,314800,772042,797562,893307,85240,624497
9/18/2017 0:00,10451787,0,556859,1221784,230153,,334551,,385410,10451787,,314979,772342,798292,893905,85255,624725
9/18/2017 0:15,10451811,0,556864,1221797,230156,,334554,,385415,10451811,,314981,772347,798300,893910,85255,624728
9/19/2017 0:00,10457762,0,558396,1226331,230917,,335649,,386634,10457762,,315537,773656,799221,895703,85916,625288
9/19/2017 0:15,10457785,0,558402,1226345,230920,,335652,,386639,10457785,,315538,773662,799229,895708,85916,625291
9/20/2017 0:00,10463573,0,559951,1230761,231668,,336685,,387785,10463573,,316108,775024,800160,897479,86407,625817
9/20/2017 0:15,10463597,0,559957,1230774,231672,,336687,,387789,10463597,,316110,775030,800169,897484,86407,625820
9/21/2017 0:00,10469629,0,561507,1235181,232429,,337769,,389031,10469629,,316730,776407,801129,899283,86999,626365
9/21/2017 0:15,10469651,0,561513,1235192,232433,,337772,,389035,10469651,,316732,776411,801137,899288,86999,626367
9/22/2017 0:00,10472710,0,562359,1237412,232831,,338217,,389655,10472710,,317013,776975,801907,900157,87222,626703
9/22/2017 0:15,10472729,0,562365,1237424,232835,,338220,,389659,10472729,,317015,776977,801914,900162,87223,626706
9/23/2017 0:00,10477957,0,563807,1241552,233570,,339192,,390744,10477957,,317542,778236,802809,901844,87403,627269
9/23/2017 0:15,10477979,0,563812,1241563,233574,,339195,,390748,10477979,,317545,778242,802817,901848,87403,627272
9/24/2017 0:00,10479954,0,564332,1242647,233905,,339485,,391309,10479954,,317773,778563,803548,902272,87481,627520
9/24/2017 0:15,10479978,0,564337,1242660,233908,,339487,,391313,10479978,,317776,778568,803556,902277,87481,627524
9/25/2017 0:00,10481995,0,564864,1243753,234251,,339759,,391968,10481995,,318030,778832,804270,902741,87623,627762
9/25/2017 0:15,10482017,0,564870,1243770,234255,,339762,,391972,10482017,,318032,778836,804278,902746,87623,627765
9/26/2017 0:00,10488342,0,566456,1248413,235112,,341109,,393372,10488342,,318678,780154,805292,904484,88429,628423
9/26/2017 0:15,10488365,0,566463,1248426,235116,,341112,,393376,10488365,,318680,780160,805299,904489,88429,628426
9/27/2017 0:00,10494502,0,568061,1252964,235967,,342333,,394812,10494502,,319255,781486,806255,906246,89143,629082
9/27/2017 0:15,10494525,0,568068,1252977,235971,,342336,,394817,10494525,,319257,781492,806263,906252,89143,629085
9/28/2017 0:00,10501952,0,569738,1257465,236827,,343638,,396367,10501952,,320025,783102,807267,908365,89957,630023
